ORPHA:276413	10q22.3q23.3 microdeletion syndrome
ORPHA:1788	Acrofacial dysostosis, Rodríguez type
OMIM:201170	ACROFACIAL DYSOSTOSIS SYNDROME OF RODRIGUEZ
OMIM:201170	ACROFACIAL DYSOSTOSIS SYNDROME OF RODRIGUEZ;;RODRIGUEZ LETHAL ACROFACIAL DYSOSTOSIS SYNDROME
ORPHA:952	Acrofacial dysostosis, Weyers type
ORPHA:1784	Acrofrontofacionasal dysostosis
OMIM:201180	ACROFRONTOFACIONASAL DYSOSTOSIS 1
OMIM:201180	ACROFRONTOFACIONASAL DYSOSTOSIS 1;;AFFN DYSOSTOSIS 1; AFFND1;;POLYSYNDACTYLY, POSTAXIAL, FRONTONASAL DYSOSTOSIS, AND CLEFT LIP/PALATE;;CLEFT LIP/PALATE WITH FRONTONASAL DYSOSTOSIS AND POSTAXIAL POLYSYNDACTYLY
OMIM:239710	ACROFRONTOFACIONASAL DYSOSTOSIS 2
OMIM:239710	ACROFRONTOFACIONASAL DYSOSTOSIS 2;;AFFN DYSOSTOSIS 2; AFFND2;;ACROFRONTOFACIONASAL DYSOSTOSIS WITH GENITOURINARY ANOMALIES;;NAGUIB-RICHIERI-COSTA SYNDROME;;HYPERTELORISM, HYPOSPADIAS, AND POLYSYNDACTYLY SYNDROME
ORPHA:2500	Acrogeria
OMIM:101840	ACROKERATODERMA, HEREDITARY PAPULOTRANSLUCENT
OMIM:101850	ACROKERATOELASTOIDOSIS
ORPHA:38	Acrokeratoelastoidosis of Costa
OMIM:101900	ACROKERATOSIS VERRUCIFORMIS
OMIM:101900	ACROKERATOSIS VERRUCIFORMIS; AKV;;HOPF DISEASE
OMIM:102000	ACROLEUKOPATHY, SYMMETRIC
OMIM:102100	ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA
OMIM:102100	ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA;;ROSENTHAL-KLOEPFER SYNDROME
ORPHA:965	Acromegaloid facial appearance syndrome
OMIM:102150	ACROMEGALOID FACIAL APPEARANCE SYNDROME
ORPHA:963	Acromegaly
OMIM:603671	ACROMELIC FRONTONASAL DYSOSTOSIS
OMIM:603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND
OMIM:603671	ACROMELIC FRONTONASAL DYSOSTOSIS;;AFND
ORPHA:1827	Acromelic frontonasal dysplasia
OMIM:609441	ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE; AMDD
ORPHA:2098	Acromesomelic dysplasia, Grebe type
ORPHA:968	Acromesomelic dysplasia, Hunter-Thompson type
OMIM:201250	ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE
ORPHA:40	Acromesomelic dysplasia, Maroteaux type
OMIM:602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE
OMIM:602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDMST. HELENA DYSPLASIA, INCLUDED
OMIM:102350	ACROMIAL DIMPLES
ORPHA:969	Acromicric dysplasia
OMIM:102370	ACROMICRIC DYSPLASIA
OMIM:102400	ACROOSTEOLYSIS
ORPHA:955	Acroosteolysis dominant type
OMIM:102500	ACROOSTEOLYSIS WITH OSTEOPOROSIS AND CHANGES IN SKULL AND MANDIBLE
ORPHA:2980	Acrootoocular syndrome
ORPHA:85203	Acropectoral syndrome
OMIM:605967	ACROPECTORAL SYNDROME; ACRPS;;ACRP SYNDROME;;SYNDACTYLY, PREAXIAL POLYDACTYLY, AND STERNAL DEFORMITY
ORPHA:957	Acropectorovertebral dysplasia
OMIM:102510	ACROPECTOROVERTEBRAL DYSPLASIA, F-FORM OF
ORPHA:958	Acro-renal-mandibular syndrome
OMIM:200980	ACRORENAL-MANDIBULAR SYNDROME
OMIM:200980	ACRORENAL-MANDIBULAR SYNDROME;;ACRORENAL-UTERINE-MANDIBULAR SYNDROME; ARUMS;;SPLIT-HAND AND SPLIT-FOOT WITH MANDIBULAR HYPOPLASIA
ORPHA:959	Acro-renal-ocular syndrome
ORPHA:971	Acrorenal syndrome
OMIM:102520	ACRORENAL SYNDROME
OMIM:201310	ACRORENAL SYNDROME, AUTOSOMAL RECESSIVE
OMIM:201400	ACTH DEFICIENCY
OMIM:201400	ACTH DEFICIENCY, ISOLATED; IAD
OMIM:201400	ACTH DEFICIENCY, ISOLATED; IAD;;ADRENOCORTICOTROPIC HORMONE DEFICIENCY
ORPHA:99892	ACTH-dependent Cushing syndrome
ORPHA:99893	ACTH-independent Cushing syndrome
OMIM:219080	ACTH-independent macronodular adrenal hyperplasia
OMIM:615954	ACTH-independent macronodular adrenal hyperplasia 2
OMIM:174770	ACTINIC PRURIGOPOLYMORPHIC LIGHT ERUPTION, HEREDITARY
OMIM:174770	ACTINIC PRURIGOPOLYMORPHIC LIGHT ERUPTION, HEREDITARY; HPLE;;JUVENILE SPRING ERUPTION OF EARS, INCLUDED
OMIM:254900	ACTION MYOCLONUS-RENAL FAILURE SYNDROME
ORPHA:95409	Acute adrenal insufficiency
ORPHA:529799	Acute bilirubin encephalopathy
ORPHA:318	Acute erythroid leukemia
ORPHA:466794	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
ORPHA:98916	Acute inflammatory demyelinating polyradiculoneuropathy
ORPHA:79276	Acute intermittent porphyria
ORPHA:79126	Acute interstitial pneumonia
ORPHA:90062	Acute liver failure
ORPHA:178320	Acute lung injury
ORPHA:514	Acute monoblastic/monocytic leukemia
ORPHA:517	Acute myelomonocytic leukemia
ORPHA:86843	Acute panmyelosis with myelofibrosis
ORPHA:90064	Acute peripheral arterial occlusion
ORPHA:520	Acute promyelocytic leukemia
OMIM:612376	ACUTE PROMYELOCYTIC LEUKEMIA; APL;;LEUKEMIA, ACUTE PROMYELOCYTIC
ORPHA:99901	Acyl-CoA dehydrogenase 9 deficiency
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF
OMIM:611126	ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY
OMIM:201450	ACYL-COA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF
OMIM:201450	ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD;;ACADM DEFICIENCY;;MCAD DEFICIENCY;;MCADH DEFICIENCY;;CARNITINE DEFICIENCY SECONDARY TO MEDIUM-CHAIN ACYL-CoA DEHYDROGENASEDEFICIENCY
OMIM:201470	ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF
OMIM:201470	ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD;;ACADS DEFICIENCY;;LIPID-STORAGE MYOPATHY SECONDARY TO SHORT-CHAIN ACYL-CoA DEHYDROGENASEDEFICIENCY;;SCADH DEFICIENCY;;SCAD DEFICIENCY
OMIM:201475	ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF
ORPHA:100008	ACys amyloidosis
OMIM:102650	ADACTYLIA, UNILATERAL
ORPHA:55881	Adamantinoma
OMIM:102660	ADAMANTINOMA OF LONG BONES
ORPHA:974	Adams-Oliver syndrome
OMIM:100300	ADAMS-OLIVER SYNDROME
OMIM:100300	ADAMS-OLIVER SYNDROME 1
OMIM:100300	ADAMS-OLIVER SYNDROME 1; AOS1
OMIM:614219	ADAMS-OLIVER SYNDROME 2
OMIM:614219	ADAMS-OLIVER SYNDROME 2; AOS2
OMIM:614814	ADAMS-OLIVER SYNDROME 3
OMIM:614814	ADAMS-OLIVER SYNDROME 3; AOS3
OMIM:615297	ADAMS-OLIVER SYNDROME 4; AOS4
OMIM:616028	ADAMS-OLIVER SYNDROME 5
OMIM:616028	ADAMS-OLIVER SYNDROME 5; AOS5
OMIM:616589	ADAMS-OLIVER SYNDROME 6; AOS6
ORPHA:85138	Addison disease
OMIM:601776	ADDUCTED THUMB-CLUBFOOT SYNDROME
OMIM:201550	ADDUCTED THUMBS SYNDROME
ORPHA:976	Adenine phosphoribosyltransferase deficiency
OMIM:614723	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY; APRTD;;APRT DEFICIENCY;;UROLITHIASIS, 2,8-@DIHYDROXYADENINE;;UROLITHIASIS, DHA;;NEPHROLITHIASIS, DHA
ORPHA:424016	Adenocarcinoma of the anal canal
ORPHA:99976	Adenocarcinoma of the esophagus
ORPHA:95512	Adenohypophysitis
OMIM:175100	ADENOMATOUS POLYPOSIS OF THE COLON
OMIM:600458	ADENOMYOSIS
OMIM:102730	ADENOSINE DEAMINASE, ELEVATED, HEMOLYTIC ANEMIA DUE TO
ORPHA:45	Adenosine monophosphate deaminase deficiency
OMIM:102800	ADENOSINE TRIPHOSPHATASE DEFICIENCY, ANEMIA DUE TO
OMIM:102900	ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES
OMIM:612631	ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO
OMIM:103050	ADENYLOSUCCINASE DEFICIENCY
OMIM:103050	ADENYLOSUCCINASE DEFICIENCY;;ADENYLOSUCCINATE LYASE DEFICIENCY;;ADSL DEFICIENCY
ORPHA:46	Adenylosuccinate lyase deficiency
ORPHA:482601	Adenylosuccinate synthetase-like 1-related distal myopathy
OMIM:129200	ADERMATOGLYPHIA WITH CONGENITAL FACIAL MILIA AND ACRAL BLISTERS, DIGITALCONTRACTURES, AND NAIL ABNORMALITIES;;ECTODERMAL DYSPLASIA, ABSENT DERMATOGLYPHIC PATTERN, CHANGES IN NAILS,AND SIMIAN CREASE;;BASAN SYNDROME
OMIM:103100	ADIE PUPIL
ORPHA:36397	Adiposis dolorosa
OMIM:103200	ADIPOSIS DOLOROSA
OMIM:103200	ADIPOSIS DOLOROSA;;DERCUM DISEASE
ORPHA:404448	ADNP syndrome
OMIM:202110	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY
OMIM:201910	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY
OMIM:201810	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY
OMIM:202010	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASEDEFICIENCY
OMIM:300200	Adrenal hypoplasia, congenital
OMIM:202150	ADRENAL HYPOPLASIA, CONGENITAL, WITH ABSENT PITUITARY LUTEINIZINGHORMONE
OMIM:202155	ADRENAL HYPOPLASIA, CYTOMEGALIC TYPE
OMIM:613743	ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIALOR COMPLETE;;P450scc DEFICIENCY
OMIM:613743	ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIALOR COMPLETE;;P450SCC DEFICIENCY
ORPHA:1501	Adrenocortical carcinoma
OMIM:202300	Adrenocortical carcinoma, pediatric
ORPHA:231625	Adrenocortical carcinoma with pure aldosterone hypersecretion
OMIM:103230	ADRENOCORTICAL HYPOFUNCTION, CHRONIC PRIMARY CONGENITAL
OMIM:103230	ADRENOCORTICAL HYPOFUNCTION, CHRONIC PRIMARY CONGENITAL;;ADDISON DISEASE, CONGENITAL
OMIM:202355	ADRENOCORTICAL UNRESPONSIVENESS TO ACTH WITH POSTRECEPTOR DEFECT
OMIM:300100	Adrenoleukodystrophy
OMIM:202370	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM
ORPHA:977	Adrenomyodystrophy
OMIM:300270	ADRENOMYODYSTROPHY
ORPHA:70578	Adult acute respiratory distress syndrome
ORPHA:2688	Adult idiopathic neutropenia
ORPHA:178487	Adult intestinal botulism
ORPHA:206448	Adult Krabbe disease
ORPHA:79262	Adult neuronal ceroid lipofuscinosis
ORPHA:99027	Adult-onset autosomal dominant leukodystrophy
DECIPHER:59	Adult-onset autosomal dominant leukodystrophy (ADLD)
ORPHA:284289	Adult-onset autosomal recessive cerebellar ataxia
ORPHA:420492	Adult-onset cervical dystonia, DYT23 type
ORPHA:329336	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
ORPHA:329478	Adult-onset distal myopathy due to VCP mutation
ORPHA:199351	Adult-onset dystonia-parkinsonism
ORPHA:99000	Adult-onset foveomacular vitelliform dystrophy
ORPHA:329314	Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
ORPHA:171442	Adult-onset nemaline myopathy
ORPHA:829	Adult-onset Still disease
ORPHA:206583	Adult polyglucosan body disease
ORPHA:978	ADULT syndrome
OMIM:103285	ADULT SYNDROME
OMIM:604348	ADVANCED SLEEP-PHASE SYNDROME, FAMILIAL
OMIM:604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1
OMIM:615224	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2
OMIM:616882	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3
OMIM:616882	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3; FASPS3
OMIM:202400	AFIBRINOGENEMIA, CONGENITALHYPOFIBRINOGENEMIA, CONGENITAL, INCLUDED
ORPHA:139507	African iron overload
ORPHA:3385	African trypanosomiasis
OMIM:601495	AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE; AGM1;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO IGHM DEFECT
OMIM:613500	AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE; AGM2;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO IGLL1 DEFECT
OMIM:613501	AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE; AGM3;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79A DEFECT
OMIM:613502	AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE; AGM4;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO BLNK DEFECT
OMIM:613506	AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT; AGM5;;AGAMMAGLOBULINEMIA, AUTOSOMAL DOMINANT, DUE TO LRRC8A DEFECT
OMIM:612692	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE; AGM6;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79B DEFECT
OMIM:615214	AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE; AGM7;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO PIK3R1 DEFECT
OMIM:616941	AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT
ORPHA:83617	Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
OMIM:300310	AGAMMAGLOBULINEMIA, X-LINKED, TYPE 2
OMIM:300310	AGAMMAGLOBULINEMIA, X-LINKED, TYPE 2; AGMX2
OMIM:300755	AGAMMAGLOBULINEMIA, X-LINKED; XLA
OMIM:300755	AGAMMAGLOBULINEMIA, X-LINKED; XLA;;BRUTON-TYPE AGAMMAGLOBULINEMIA;;AGAMMAGLOBULINEMIA, X-LINKED, TYPE 1; AGMX1;;IMMUNODEFICIENCY 1; IMD1HYPOGAMMAGLOBULINEMIA, X-LINKED, INCLUDED
OMIM:202550	AGANGLIONOSIS, TOTAL INTESTINAL
ORPHA:85448	AGel amyloidosis
OMIM:202600	AGENESIS OF CEREBRAL WHITE MATTER
OMIM:618929	Agenesis of corpus callosum, cardiac, ocular, and genital syndrome
OMIM:613623	AGENESIS OF THE CORPUS CALLOSUM AND CONGENITAL LYMPHEDEMA
OMIM:218000	AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY
OMIM:218000	AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY; ACCPN;;CHARLEVOIX DISEASE;;ANDERMANN SYNDROME;;POLYNEUROPATHY, SENSORIMOTOR, WITH OR WITHOUT AGENESIS OF THE CORPUSCALLOSUM;;CORPUS CALLOSUM, AGENESIS OF, WITH NEURONOPATHY
ORPHA:98850	Aggressive systemic mastocytosis
OMIM:103300	AGLOSSIA-ADACTYLIA
ORPHA:990	Agnathia-holoprosencephaly-situs inversus syndrome
OMIM:202650	AGNATHIA-OTOCEPHALY COMPLEX
OMIM:202650	AGNATHIA-OTOCEPHALY COMPLEX; AGOTC;;DYSGNATHIA COMPLEX AGNATHIA-HOLOPROSENCEPHALY;;HOLOPROSENCEPHALY-AGNATHIA;;OTOCEPHALY
OMIM:600908	AGONADISM, 46,XY, WITH MENTAL RETARDATION, SHORT STATURE, RETARDEDBONE AGE, AND MULTIPLE EXTRAGENITAL MALFORMATIONS
OMIM:600908	AGONADISM, XY, WITH MENTAL RETARDATION, SHORT STATURE, RETARDED BONE AGE, AND MULTIPLE EXTRAGENITAL MALFORMATIONS
ORPHA:412069	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome
ORPHA:51	Aicardi-Goutières syndrome
OMIM:225750	AICARDI-GOUTIERES SYNDROME 1
OMIM:225750	AICARDI-GOUTIERES SYNDROME 1; AGS1;;AGS;;ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATIONAND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS;;CREE ENCEPHALITIS;;PSEUDOTOXOPLASMOSIS SYNDROMEAICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT, INCLUDED
OMIM:610181	AICARDI-GOUTIERES SYNDROME 2; AGS2
OMIM:610329	AICARDI-GOUTIERES SYNDROME 3
OMIM:610329	AICARDI-GOUTIERES SYNDROME 3; AGS3
OMIM:610333	AICARDI-GOUTIERES SYNDROME 4; AGS4
OMIM:612952	AICARDI-GOUTIERES SYNDROME 5
OMIM:612952	AICARDI-GOUTIERES SYNDROME 5; AGS5
OMIM:615010	AICARDI-GOUTIERES SYNDROME 6
OMIM:615010	AICARDI-GOUTIERES SYNDROME 6; AGS6
OMIM:615846	AICARDI-GOUTIERES SYNDROME 7
OMIM:615846	AICARDI-GOUTIERES SYNDROME 7; AGS7
ORPHA:50	Aicardi syndrome
OMIM:304050	AICARDI SYNDROME
OMIM:304050	AICARDI SYNDROME; AIC
OMIM:304050	AICARDI SYNDROME; AIC;;CORPUS CALLOSUM, AGENESIS OF, WITH CHORIORETINAL ABNORMALITY
ORPHA:250977	AICA-ribosiduria
OMIM:608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY
OMIM:608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY;;ATIC DEFICIENCY;;AICA-RIBOSURIA DUE TO ATIC DEFICIENCY
OMIM:608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE, DEFICIENCY OF
OMIM:103400	AINHUM
ORPHA:79085	AKT2-related familial partial lipodystrophy
OMIM:601549	ALACRIMA
OMIM:615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME
OMIM:615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR
OMIM:103420	ALACRIMA, CONGENITAL
ORPHA:404454	Alacrimia-choreoathetosis-liver dysfunction syndrome
ORPHA:52	Alagille syndrome
OMIM:118450	ALAGILLE SYNDROME 1
OMIM:118450	ALAGILLE SYNDROME 1; ALGS1
OMIM:118450	ALAGILLE SYNDROME 1; ALGS1;;ALAGILLE SYNDROME; ALGS;;ALAGILLE-WATSON SYNDROME; AWS;;CHOLESTASIS WITH PERIPHERAL PULMONARY STENOSIS;;ARTERIOHEPATIC DYSPLASIA; AHD;;HEPATIC DUCTULAR HYPOPLASIA, SYNDROMATIC
OMIM:610205	ALAGILLE SYNDROME 2
OMIM:610205	ALAGILLE SYNDROME 2; ALGS2
ORPHA:85443	AL amyloidosis
OMIM:300600	ALAND ISLAND EYE DISEASE
ORPHA:178333	Åland Islands eye disease
OMIM:202900	ALANINURIA WITH MICROCEPHALY, DWARFISM, ENAMEL HYPOPLASIA, AND DIABETESMELLITUS
OMIM:202900	ALANINURIA WITH MICROCEPHALY, DWARFISM, ENAMEL HYPOPLASIA, AND DIABETES MELLITUS
ORPHA:2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome
OMIM:614687	ALAR CLEFT, ISOLATED
OMIM:615071	ALAZAMI SYNDROME
OMIM:615071	ALAZAMI SYNDROME; ALAZS
OMIM:615071	ALAZAMI SYNDROME; ALAZS;;FACIAL DYSMORPHISM, INTELLECTUAL DISABILITY, AND PRIMORDIAL DWARFISM
OMIM:617126	ALAZAMI-YUAN SYNDROME
ORPHA:53	Albers-Schönberg osteopetrosis
ORPHA:998	Albinism-deafness syndrome
OMIM:300700	ALBINISM-DEAFNESS SYNDROME
OMIM:300700	ALBINISM-DEAFNESS SYNDROME; ADFN;;ALDS
OMIM:300500	ALBINISM, OCULAR, TYPE I
OMIM:300650	ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS
OMIM:203100	ALBINISM, OCULOCUTANEOUS, TYPE IA
OMIM:203100	ALBINISM, OCULOCUTANEOUS, TYPE IA; OCA1A
OMIM:203100	ALBINISM, OCULOCUTANEOUS, TYPE IA; OCA1A;;OCULOCUTANEOUS ALBINISM, TYPE I; OCA1;;ALBINISM I;;OCULOCUTANEOUS ALBINISM, TYROSINASE-NEGATIVE; ATN
OMIM:606952	ALBINISM, OCULOCUTANEOUS, TYPE IB; OCA1B;;OCULOCUTANEOUS ALBINISM, TYPE IB;;ALBINISM, YELLOW MUTANT TYPE;;YELLOW ALBINISMALBINISM, OCULOCUTANEOUS, TYPE I, TEMPERATURE-SENSITIVE, INCLUDED;;OCA1-TS, INCLUDED
OMIM:203200	ALBINISM, OCULOCUTANEOUS, TYPE II
OMIM:203290	ALBINISM, OCULOCUTANEOUS, TYPE III
OMIM:203200	ALBINISM, OCULOCUTANEOUS, TYPE II; OCA2
OMIM:203200	ALBINISM, OCULOCUTANEOUS, TYPE II; OCA2;;OCULOCUTANEOUS ALBINISM, TYPE II;;OCULOCUTANEOUS ALBINISM, TYROSINASE-POSITIVE;;ALBINISM IIALBINISM, BROWN OCULOCUTANEOUS, INCLUDED; BOCA, INCLUDED;;BROWN OCULOCUTANEOUS ALBINISM, INCLUDED
OMIM:606574	ALBINISM, OCULOCUTANEOUS, TYPE IV; OCA4;;OCULOCUTANEOUS ALBINISM, TYPE IV
OMIM:113750	Albinism, oculocutaneous, type VI
OMIM:615179	ALBINISM, OCULOCUTANEOUS, TYPE V; OCA5
OMIM:615312	ALBINISM, OCULOCUTANEOUS, TYPE V; OCA5
OMIM:103580	ALBRIGHT HEREDITARY OSTEODYSTROPHY
OMIM:103780	ALCOHOL DEPENDENCE
OMIM:610251	ALCOHOL SENSITIVITY, ACUTE
ORPHA:35664	ALDH18A1-related De Barsy syndrome
OMIM:203450	ALEXANDER DISEASE
ORPHA:280071	ALG11-CDG
ORPHA:79324	ALG12-CDG
ORPHA:324422	ALG13-CDG
ORPHA:79327	ALG1-CDG
ORPHA:79326	ALG2-CDG
ORPHA:79321	ALG3-CDG
ORPHA:79320	ALG6-CDG
ORPHA:79325	ALG8-CDG
ORPHA:79328	ALG9-CDG
OMIM:607131	AL-GAZALI-BAKALINOVA SYNDROME
OMIM:607131	AL-GAZALI-BAKALINOVA SYNDROME; AGBK
OMIM:617694	Al Kaissi syndrome
OMIM:617694	AL KAISSI SYNDROME; ALKAS
ORPHA:56	Alkaptonuria
OMIM:203500	ALKAPTONURIA
OMIM:617822	ALKURAYA-KUCINSKAS SYNDROME; ALKKUCS
OMIM:300523	Allan-Herndon-Dudley syndrome
ORPHA:59	Allan-Herndon-Dudley syndrome
ORPHA:1164	Allergic bronchopulmonary aspergillosis
OMIM:103920	ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS
ORPHA:93925	Alobar holoprosencephaly
OMIM:109200	ALOPECIA, ANDROGENETIC, 1
ORPHA:1006	Alopecia antibody deficiency
OMIM:104000	ALOPECIA AREATA 1
OMIM:104000	ALOPECIA AREATA 1; AA1
OMIM:610753	ALOPECIA AREATA 2
OMIM:610753	ALOPECIA AREATA 2; AA2
OMIM:300042	ALOPECIA, CONGENITAL
OMIM:104100	ALOPECIA CONGENITA WITH KERATOSIS PALMOPLANTARIS
ORPHA:1005	Alopecia-contractures-dwarfism-intellectual disability syndrome
OMIM:203550	ALOPECIA-CONTRACTURES-DWARFISM MENTAL RETARDATION SYNDROME
OMIM:203550	ALOPECIA-CONTRACTURES-DWARFISM MENTAL RETARDATION SYNDROME;;ACD MENTAL RETARDATION SYNDROME
OMIM:203600	ALOPECIA-EPILEPSY-OLIGOPHRENIA SYNDROME OF MOYNAHAN
OMIM:203600	ALOPECIA-EPILEPSY-OLIGOPHRENIA SYNDROME OF MOYNAHAN;;MOYNAHAN ALOPECIA SYNDROME
ORPHA:1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome
OMIM:104110	ALOPECIA, FAMILIAL FOCAL
ORPHA:1014	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
ORPHA:2850	Alopecia-intellectual disability syndrome
OMIM:203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1
OMIM:203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1; APMR1;;AMR SYNDROME
OMIM:610422	ALOPECIA-MENTAL RETARDATION SYNDROME 2
OMIM:613930	ALOPECIA-MENTAL RETARDATION SYNDROME 3; APMR3
OMIM:618840	Alopecia-mental retardation syndrome 4
OMIM:601217	ALOPECIA-MENTAL RETARDATION SYNDROME WITH CONVULSIONS AND HYPERGONADOTROPICHYPOGONADISM
OMIM:601217	ALOPECIA-MENTAL RETARDATION SYNDROME WITH CONVULSIONS AND HYPERGONADOTROPIC HYPOGONADISM
OMIM:612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME
OMIM:612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME; ANES;;ANE SYNDROME
OMIM:612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME;;ANE SYNDROME
OMIM:104130	ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY
OMIM:104130	ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY;;SHOKEIR SYNDROME
ORPHA:700	Alopecia totalis
ORPHA:701	Alopecia universalis
OMIM:203655	ALOPECIA UNIVERSALIS CONGENITA
OMIM:203655	ALOPECIA UNIVERSALIS CONGENITA; ALUNC;;ATRICHIA, GENERALIZED
ORPHA:726	Alpers-Huttenlocher syndrome
ORPHA:60	Alpha-1-antitrypsin deficiency
OMIM:613490	ALPHA-1-ANTITRYPSIN DEFICIENCY
OMIM:203760	ALPHA-2-DEFICIENT COLLAGEN DISEASE
OMIM:608810	ALPHA-B CRYSTALLINOPATHY
ORPHA:399058	Alpha-B crystallin-related late-onset myopathy
ORPHA:280333	Alpha-dystroglycan-related  limb-girdle muscular dystrophy R16
OMIM:615969	ALPHA-FETOPROTEIN DEFICIENCY; AFPD
OMIM:615970	ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF; HPAFP
ORPHA:100025	Alpha-heavy chain disease
OMIM:203740	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY
